#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
306929:6404,233:233,11/21/17 19:06:56,STABLE BEAMS,6500,19965.491,13237.982,8.2,HFET
306929:6404,234:234,11/21/17 19:07:19,STABLE BEAMS,6500,109746.793,105697.856,45.0,HFET
306929:6404,235:235,11/21/17 19:07:43,STABLE BEAMS,6500,109695.588,105530.643,45.0,HFET
306929:6404,236:236,11/21/17 19:08:06,STABLE BEAMS,6500,109656.276,105624.024,44.9,HFET
306929:6404,237:237,11/21/17 19:08:29,STABLE BEAMS,6500,109601.244,107097.641,44.9,HFET
306929:6404,238:238,11/21/17 19:08:53,STABLE BEAMS,6500,109547.752,107061.088,44.9,HFET
306929:6404,239:239,11/21/17 19:09:16,STABLE BEAMS,6500,109531.156,107023.703,44.9,HFET
306929:6404,240:240,11/21/17 19:09:39,STABLE BEAMS,6500,109436.028,106956.519,44.9,HFET
306929:6404,241:241,11/21/17 19:10:02,STABLE BEAMS,6500,109412.043,106929.627,44.8,HFET
306929:6404,242:242,11/21/17 19:10:26,STABLE BEAMS,6500,109379.131,106747.942,44.8,HFET
306929:6404,243:243,11/21/17 19:10:49,STABLE BEAMS,6500,109306.211,105300.055,44.8,HFET
306929:6404,244:244,11/21/17 19:11:12,STABLE BEAMS,6500,109163.950,106699.204,44.7,HFET
306929:6404,245:245,11/21/17 19:11:36,STABLE BEAMS,6500,109015.834,106538.391,44.7,HFET
306929:6404,246:246,11/21/17 19:11:59,STABLE BEAMS,6500,108908.616,106286.337,44.6,HFET
306929:6404,247:247,11/21/17 19:12:22,STABLE BEAMS,6500,108716.099,106261.582,44.6,HFET
306936:6405,60:60,11/21/17 21:39:37,STABLE BEAMS,6500,361411.048,209841.101,51.1,HFET
306936:6405,61:61,11/21/17 21:40:00,STABLE BEAMS,6500,360690.441,357434.154,51.0,HFET
306936:6405,62:62,11/21/17 21:40:23,STABLE BEAMS,6500,360245.287,356987.935,51.0,HFET
306936:6405,63:63,11/21/17 21:40:47,STABLE BEAMS,6500,359819.930,356600.566,50.9,HFET
306936:6405,64:64,11/21/17 21:41:10,STABLE BEAMS,6500,359568.051,356374.147,50.9,HFET
306936:6405,65:65,11/21/17 21:41:33,STABLE BEAMS,6500,358849.450,355623.066,50.8,HFET
306936:6405,66:66,11/21/17 21:41:57,STABLE BEAMS,6500,357497.323,354263.359,50.6,HFET
306936:6405,67:67,11/21/17 21:42:20,STABLE BEAMS,6500,358154.943,354957.780,50.7,HFET
306936:6405,68:68,11/21/17 21:42:43,STABLE BEAMS,6500,357216.948,354022.317,50.5,HFET
306936:6405,69:69,11/21/17 21:43:07,STABLE BEAMS,6500,356871.269,353711.740,50.5,HFET
306936:6405,70:70,11/21/17 21:43:30,STABLE BEAMS,6500,356412.808,353213.306,50.4,HFET
306936:6405,71:71,11/21/17 21:43:53,STABLE BEAMS,6500,356041.898,352856.527,50.4,HFET
306936:6405,72:72,11/21/17 21:44:17,STABLE BEAMS,6500,355591.523,352384.010,50.3,HFET
306936:6405,73:73,11/21/17 21:44:40,STABLE BEAMS,6500,355351.915,352156.768,50.3,HFET
306936:6405,74:74,11/21/17 21:45:03,STABLE BEAMS,6500,354664.101,345331.422,50.2,HFET
306936:6405,75:75,11/21/17 21:45:26,STABLE BEAMS,6500,353419.611,349606.765,50.0,HFET
306936:6405,76:76,11/21/17 21:45:50,STABLE BEAMS,6500,297107.393,294089.269,42.0,HFET
306936:6405,77:77,11/21/17 21:46:13,STABLE BEAMS,6500,42818.729,42501.520,6.1,HFET
306936:6405,78:78,11/21/17 21:46:36,STABLE BEAMS,6500,150061.177,148838.292,21.2,HFET
306936:6405,79:79,11/21/17 21:47:00,STABLE BEAMS,6500,314444.183,297918.898,44.5,HFET
306936:6405,80:80,11/21/17 21:47:23,STABLE BEAMS,6500,319796.147,316560.502,45.2,HFET
306936:6405,81:81,11/21/17 21:47:46,STABLE BEAMS,6500,155848.160,154555.452,22.0,HFET
306936:6405,82:82,11/21/17 21:48:10,STABLE BEAMS,6500,44116.208,43788.868,6.2,HFET
306936:6405,83:83,11/21/17 21:48:33,STABLE BEAMS,6500,176594.423,175041.558,25.0,HFET
306936:6405,84:84,11/21/17 21:48:56,STABLE BEAMS,6500,3436.563,3411.795,0.5,HFET
306936:6405,85:85,11/21/17 21:49:20,STABLE BEAMS,6500,59794.612,59346.407,8.5,HFET
306936:6405,86:86,11/21/17 21:49:43,STABLE BEAMS,6500,264658.182,262179.872,37.4,HFET
306936:6405,87:87,11/21/17 21:50:06,STABLE BEAMS,6500,255815.334,253407.564,36.2,HFET
306936:6405,88:88,11/21/17 21:50:30,STABLE BEAMS,6500,47680.357,47325.262,6.7,HFET
306936:6405,89:89,11/21/17 21:50:53,STABLE BEAMS,6500,4933.218,4897.571,0.7,HFET
306936:6405,90:90,11/21/17 21:51:16,STABLE BEAMS,6500,333868.081,325687.536,47.2,HFET
306936:6405,91:91,11/21/17 21:51:39,STABLE BEAMS,6500,348814.930,340205.218,49.3,HFET
306936:6405,92:92,11/21/17 21:52:03,STABLE BEAMS,6500,349022.113,345388.626,49.4,HFET
306936:6405,93:93,11/21/17 21:52:26,STABLE BEAMS,6500,347702.351,344046.241,49.2,HFET
306936:6405,94:94,11/21/17 21:52:49,STABLE BEAMS,6500,347745.757,344114.018,49.2,HFET
306936:6405,95:95,11/21/17 21:53:13,STABLE BEAMS,6500,347784.775,344141.087,49.2,HFET
306936:6405,96:96,11/21/17 21:53:36,STABLE BEAMS,6500,346903.005,338412.382,49.1,HFET
306936:6405,97:97,11/21/17 21:53:59,STABLE BEAMS,6500,346785.632,343196.249,49.1,HFET
306936:6405,98:98,11/21/17 21:54:23,STABLE BEAMS,6500,346363.128,342776.037,49.0,HFET
306936:6405,99:99,11/21/17 21:54:46,STABLE BEAMS,6500,345868.288,342280.410,48.9,HFET
306936:6405,100:100,11/21/17 21:55:09,STABLE BEAMS,6500,345449.270,341878.253,48.9,HFET
306936:6405,101:101,11/21/17 21:55:33,STABLE BEAMS,6500,333532.432,330149.715,47.2,HFET
306936:6405,102:102,11/21/17 21:55:56,STABLE BEAMS,6500,291310.812,288496.006,41.2,HFET
306936:6405,103:103,11/21/17 21:56:19,STABLE BEAMS,6500,232020.281,229949.000,32.8,HFET
306936:6405,104:104,11/21/17 21:56:43,STABLE BEAMS,6500,176371.977,174892.921,25.0,HFET
306936:6405,105:105,11/21/17 21:57:06,STABLE BEAMS,6500,121519.103,118831.224,17.2,HFET
306936:6405,106:106,11/21/17 21:57:29,STABLE BEAMS,6500,76309.695,75730.207,10.8,HFET
306936:6405,107:107,11/21/17 21:57:52,STABLE BEAMS,6500,48357.436,47998.346,6.8,HFET
306936:6405,108:108,11/21/17 21:58:16,STABLE BEAMS,6500,29390.993,29175.329,4.2,HFET
306936:6405,109:109,11/21/17 21:58:39,STABLE BEAMS,6500,17102.173,16977.757,2.4,HFET
306936:6405,110:110,11/21/17 21:59:02,STABLE BEAMS,6500,17385.526,17259.214,2.5,HFET
306936:6405,111:111,11/21/17 21:59:26,STABLE BEAMS,6500,17000.856,16876.946,2.4,HFET
306936:6405,112:112,11/21/17 21:59:49,STABLE BEAMS,6500,23009.098,22841.186,3.3,HFET
306936:6405,113:113,11/21/17 22:00:12,STABLE BEAMS,6500,18158.013,18025.602,2.6,HFET
306936:6405,114:114,11/21/17 22:00:36,STABLE BEAMS,6500,17104.606,16980.413,2.4,HFET
306936:6405,115:115,11/21/17 22:00:59,STABLE BEAMS,6500,17291.487,17165.624,2.4,HFET
306936:6405,116:116,11/21/17 22:01:22,STABLE BEAMS,6500,17223.886,17098.523,2.4,HFET
306936:6405,117:117,11/21/17 22:01:46,STABLE BEAMS,6500,17148.642,17023.963,2.4,HFET
306936:6405,118:118,11/21/17 22:02:09,STABLE BEAMS,6500,17082.073,16957.653,2.4,HFET
306936:6405,119:119,11/21/17 22:02:32,STABLE BEAMS,6500,17422.974,17296.271,2.5,HFET
306936:6405,120:120,11/21/17 22:02:56,STABLE BEAMS,6500,17269.666,17143.630,2.4,HFET
306936:6405,121:121,11/21/17 22:03:19,STABLE BEAMS,6500,17167.707,17043.049,2.4,HFET
306936:6405,122:122,11/21/17 22:03:42,STABLE BEAMS,6500,17394.625,17268.012,2.5,HFET
306936:6405,123:123,11/21/17 22:04:05,STABLE BEAMS,6500,17373.096,17246.619,2.5,HFET
306936:6405,124:124,11/21/17 22:04:29,STABLE BEAMS,6500,17587.054,17459.303,2.5,HFET
306936:6405,125:125,11/21/17 22:04:52,STABLE BEAMS,6500,17492.221,17365.158,2.5,HFET
306936:6405,126:126,11/21/17 22:05:15,STABLE BEAMS,6500,17613.896,17177.267,2.5,HFET
306936:6405,127:127,11/21/17 22:05:39,STABLE BEAMS,6500,17178.916,16772.777,2.4,HFET
306936:6405,128:128,11/21/17 22:06:02,STABLE BEAMS,6500,15646.505,15296.555,2.2,HFET
306936:6405,129:129,11/21/17 22:06:25,STABLE BEAMS,6500,15901.611,15561.592,2.2,HFET
306936:6405,130:130,11/21/17 22:06:49,STABLE BEAMS,6500,17890.696,17456.566,2.5,HFET
306936:6405,131:131,11/21/17 22:07:12,STABLE BEAMS,6500,17667.422,17238.798,2.5,HFET
306936:6405,132:132,11/21/17 22:07:35,STABLE BEAMS,6500,17977.673,17540.143,2.5,HFET
306936:6405,133:133,11/21/17 22:07:59,STABLE BEAMS,6500,17709.948,17283.052,2.5,HFET
306936:6405,134:134,11/21/17 22:08:22,STABLE BEAMS,6500,17809.992,17381.240,2.5,HFET
306936:6405,135:135,11/21/17 22:08:45,STABLE BEAMS,6500,17722.852,17294.748,2.5,HFET
306936:6405,136:136,11/21/17 22:09:08,STABLE BEAMS,6500,17780.353,17352.978,2.5,HFET
306936:6405,137:137,11/21/17 22:09:32,STABLE BEAMS,6500,17861.753,17425.596,2.5,HFET
306936:6405,138:138,11/21/17 22:09:55,STABLE BEAMS,6500,17605.052,17183.385,2.5,HFET
306936:6405,139:139,11/21/17 22:10:18,STABLE BEAMS,6500,17492.732,17077.549,2.5,HFET
306936:6405,140:140,11/21/17 22:10:42,STABLE BEAMS,6500,17452.780,17041.459,2.5,HFET
306936:6405,141:141,11/21/17 22:11:05,STABLE BEAMS,6500,17515.556,17099.843,2.5,HFET
306936:6405,142:142,11/21/17 22:11:28,STABLE BEAMS,6500,17546.923,17127.842,2.5,HFET
306936:6405,143:143,11/21/17 22:11:52,STABLE BEAMS,6500,17467.066,17051.264,2.5,HFET
306936:6405,144:144,11/21/17 22:12:15,STABLE BEAMS,6500,17417.078,16988.882,2.5,HFET
306936:6405,145:145,11/21/17 22:12:38,STABLE BEAMS,6500,17377.208,16954.956,2.5,HFET
306936:6405,146:146,11/21/17 22:13:02,STABLE BEAMS,6500,17420.790,16993.256,2.5,HFET
306936:6405,147:147,11/21/17 22:13:25,STABLE BEAMS,6500,17423.743,16997.183,2.5,HFET
306936:6405,148:148,11/21/17 22:13:48,STABLE BEAMS,6500,17448.185,17019.328,2.5,HFET
306936:6405,149:149,11/21/17 22:14:12,STABLE BEAMS,6500,17525.879,17098.233,2.5,HFET
306936:6405,150:150,11/21/17 22:14:35,STABLE BEAMS,6500,17540.956,17122.948,2.5,HFET
306936:6405,151:151,11/21/17 22:14:58,STABLE BEAMS,6500,17479.099,17066.354,2.5,HFET
306936:6405,152:152,11/21/17 22:15:21,STABLE BEAMS,6500,17368.259,16962.258,2.5,HFET
306936:6405,153:153,11/21/17 22:15:45,STABLE BEAMS,6500,17334.816,16686.934,2.5,HFET
306936:6405,154:154,11/21/17 22:16:08,STABLE BEAMS,6500,17434.732,17024.283,2.5,HFET
306936:6405,155:155,11/21/17 22:16:31,STABLE BEAMS,6500,17463.066,17052.645,2.5,HFET
306936:6405,156:156,11/21/17 22:16:55,STABLE BEAMS,6500,17366.425,16464.269,2.5,HFET
306936:6405,157:157,11/21/17 22:17:18,STABLE BEAMS,6500,17338.955,16689.353,2.5,HFET
306936:6405,158:158,11/21/17 22:17:41,STABLE BEAMS,6500,17335.732,16931.647,2.5,HFET
306936:6405,159:159,11/21/17 22:18:05,STABLE BEAMS,6500,17411.722,16994.969,2.5,HFET
306936:6405,160:160,11/21/17 22:18:28,STABLE BEAMS,6500,17540.109,17110.037,2.5,HFET
306936:6405,161:161,11/21/17 22:18:51,STABLE BEAMS,6500,17518.530,17084.795,2.5,HFET
306936:6405,162:162,11/21/17 22:19:15,STABLE BEAMS,6500,17384.454,16961.771,2.5,HFET
306936:6405,163:163,11/21/17 22:19:38,STABLE BEAMS,6500,17273.090,16850.206,2.4,HFET
306936:6405,164:164,11/21/17 22:20:01,STABLE BEAMS,6500,17419.303,16991.560,2.5,HFET
306936:6405,165:165,11/21/17 22:20:25,STABLE BEAMS,6500,17529.902,16853.274,2.5,HFET
306936:6405,166:166,11/21/17 22:20:48,STABLE BEAMS,6500,17521.203,17087.024,2.5,HFET
306936:6405,167:167,11/21/17 22:21:11,STABLE BEAMS,6500,17464.916,17033.531,2.5,HFET
306936:6405,168:168,11/21/17 22:21:34,STABLE BEAMS,6500,17402.341,16976.763,2.5,HFET
306936:6405,169:169,11/21/17 22:21:58,STABLE BEAMS,6500,17372.936,16949.375,2.5,HFET
306936:6405,170:170,11/21/17 22:22:21,STABLE BEAMS,6500,17325.881,16906.079,2.5,HFET
306936:6405,171:171,11/21/17 22:22:44,STABLE BEAMS,6500,17388.981,16955.345,2.5,HFET
306936:6405,172:172,11/21/17 22:23:08,STABLE BEAMS,6500,17401.044,16974.992,2.5,HFET
306936:6405,173:173,11/21/17 22:23:31,STABLE BEAMS,6500,17399.993,16971.581,2.5,HFET
306936:6405,174:174,11/21/17 22:23:54,STABLE BEAMS,6500,17492.275,17064.382,2.5,HFET
306936:6405,175:175,11/21/17 22:24:18,STABLE BEAMS,6500,17462.795,17032.125,2.5,HFET
306936:6405,176:176,11/21/17 22:24:41,STABLE BEAMS,6500,17351.384,16788.390,2.5,HFET
306936:6405,177:177,11/21/17 22:25:04,STABLE BEAMS,6500,18022.421,17459.103,2.5,HFET
306936:6405,178:178,11/21/17 22:25:27,STABLE BEAMS,6500,14233.307,13931.495,2.0,HFET
306936:6405,179:179,11/21/17 22:25:51,STABLE BEAMS,6500,17190.175,16763.453,2.4,HFET
306936:6405,180:180,11/21/17 22:26:14,STABLE BEAMS,6500,15246.201,14905.554,2.2,HFET
306936:6405,181:181,11/21/17 22:26:37,STABLE BEAMS,6500,15828.192,15470.617,2.2,HFET
306936:6405,182:182,11/21/17 22:27:01,STABLE BEAMS,6500,16388.088,15998.236,2.3,HFET
306936:6405,183:183,11/21/17 22:27:24,STABLE BEAMS,6500,15404.996,15063.706,2.2,HFET
306936:6405,184:184,11/21/17 22:27:47,STABLE BEAMS,6500,18063.788,17598.806,2.6,HFET
306936:6405,185:185,11/21/17 22:28:11,STABLE BEAMS,6500,14325.489,14028.153,2.0,HFET
306936:6405,186:186,11/21/17 22:28:34,STABLE BEAMS,6500,18633.129,18140.734,2.6,HFET
306936:6405,187:187,11/21/17 22:28:57,STABLE BEAMS,6500,13438.158,13170.874,1.9,HFET
306936:6405,188:188,11/21/17 22:29:21,STABLE BEAMS,6500,18494.272,18011.191,2.6,HFET
306936:6405,189:189,11/21/17 22:29:44,STABLE BEAMS,6500,13577.423,13300.652,1.9,HFET
306936:6405,190:190,11/21/17 22:30:07,STABLE BEAMS,6500,18269.159,17798.711,2.6,HFET
306936:6405,191:191,11/21/17 22:30:31,STABLE BEAMS,6500,14535.514,14222.419,2.1,HFET
306936:6405,192:192,11/21/17 22:30:54,STABLE BEAMS,6500,17310.174,16906.340,2.4,HFET
306936:6405,193:193,11/21/17 22:31:17,STABLE BEAMS,6500,15725.349,15375.930,2.2,HFET
306936:6405,194:194,11/21/17 22:31:40,STABLE BEAMS,6500,16203.726,15843.915,2.3,HFET
306936:6405,195:195,11/21/17 22:32:04,STABLE BEAMS,6500,16737.683,16351.172,2.4,HFET
306936:6405,196:196,11/21/17 22:32:27,STABLE BEAMS,6500,15071.122,14753.727,2.1,HFET
306936:6405,197:197,11/21/17 22:32:50,STABLE BEAMS,6500,17754.294,17326.983,2.5,HFET
306936:6405,198:198,11/21/17 22:33:14,STABLE BEAMS,6500,14105.218,13820.729,2.0,HFET
306936:6405,199:199,11/21/17 22:33:37,STABLE BEAMS,6500,18526.183,18066.083,2.6,HFET
306936:6405,200:200,11/21/17 22:34:00,STABLE BEAMS,6500,13285.863,13027.319,1.9,HFET
306936:6405,201:201,11/21/17 22:34:24,STABLE BEAMS,6500,18052.241,17618.378,2.6,HFET
306936:6405,202:202,11/21/17 22:34:47,STABLE BEAMS,6500,13774.386,13497.039,1.9,HFET
306936:6405,203:203,11/21/17 22:35:10,STABLE BEAMS,6500,18602.676,18140.127,2.6,HFET
306936:6405,204:204,11/21/17 22:35:34,STABLE BEAMS,6500,14844.500,14529.313,2.1,HFET
306936:6405,205:205,11/21/17 22:35:57,STABLE BEAMS,6500,16934.801,16545.128,2.4,HFET
306936:6405,206:206,11/21/17 22:36:20,STABLE BEAMS,6500,15645.927,15302.785,2.2,HFET
306936:6405,207:207,11/21/17 22:36:44,STABLE BEAMS,6500,16180.682,15822.379,2.3,HFET
306936:6405,208:208,11/21/17 22:37:07,STABLE BEAMS,6500,16917.752,16525.185,2.4,HFET
306936:6405,209:209,11/21/17 22:37:30,STABLE BEAMS,6500,14879.210,14567.841,2.1,HFET
306936:6405,210:210,11/21/17 22:37:54,STABLE BEAMS,6500,17962.849,17526.529,2.5,HFET
306936:6405,211:211,11/21/17 22:38:17,STABLE BEAMS,6500,13757.030,13482.921,1.9,HFET
306936:6405,212:212,11/21/17 22:38:40,STABLE BEAMS,6500,18336.155,17886.834,2.6,HFET
306936:6405,213:213,11/21/17 22:39:03,STABLE BEAMS,6500,13484.463,13217.974,1.9,HFET
306936:6405,214:214,11/21/17 22:39:27,STABLE BEAMS,6500,16169.012,15803.664,2.3,HFET
306936:6405,215:215,11/21/17 22:39:50,STABLE BEAMS,6500,15508.381,15174.776,2.2,HFET
306936:6405,216:216,11/21/17 22:40:13,STABLE BEAMS,6500,17879.076,17450.701,2.5,HFET
306936:6405,217:217,11/21/17 22:40:37,STABLE BEAMS,6500,15040.272,14719.596,2.1,HFET
306936:6405,218:218,11/21/17 22:41:00,STABLE BEAMS,6500,16927.798,16540.563,2.4,HFET
306936:6405,219:219,11/21/17 22:41:23,STABLE BEAMS,6500,15942.958,15364.813,2.3,HFET
306936:6405,220:220,11/21/17 22:41:47,STABLE BEAMS,6500,15959.994,15386.822,2.3,HFET
306936:6405,221:221,11/21/17 22:42:10,STABLE BEAMS,6500,17244.701,16836.528,2.4,HFET
306936:6405,222:222,11/21/17 22:42:33,STABLE BEAMS,6500,15052.242,14735.948,2.1,HFET
306936:6405,223:223,11/21/17 22:42:57,STABLE BEAMS,6500,18446.997,17987.116,2.6,HFET
306936:6405,224:224,11/21/17 22:43:20,STABLE BEAMS,6500,13980.280,13699.624,2.0,HFET
306936:6405,225:225,11/21/17 22:43:43,STABLE BEAMS,6500,18830.722,18358.503,2.7,HFET
306936:6405,226:226,11/21/17 22:44:06,STABLE BEAMS,6500,13992.418,13711.748,2.0,HFET
306936:6405,227:227,11/21/17 22:44:30,STABLE BEAMS,6500,16807.255,16417.767,2.4,HFET
306936:6405,228:228,11/21/17 22:44:53,STABLE BEAMS,6500,16298.151,15933.508,2.3,HFET
306936:6405,229:229,11/21/17 22:45:16,STABLE BEAMS,6500,17430.049,17013.790,2.5,HFET
306936:6405,230:230,11/21/17 22:45:40,STABLE BEAMS,6500,15012.364,14696.374,2.1,HFET
306936:6405,231:231,11/21/17 22:46:03,STABLE BEAMS,6500,14501.052,14195.797,2.1,HFET
306936:6405,232:232,11/21/17 22:46:26,STABLE BEAMS,6500,18277.301,17831.222,2.6,HFET
306936:6405,233:233,11/21/17 22:46:50,STABLE BEAMS,6500,15380.271,14826.429,2.2,HFET
306936:6405,234:234,11/21/17 22:47:13,STABLE BEAMS,6500,16833.257,15958.997,2.4,HFET
306936:6405,235:235,11/21/17 22:47:36,STABLE BEAMS,6500,16804.975,16392.595,2.4,HFET
306936:6405,236:236,11/21/17 22:48:00,STABLE BEAMS,6500,16091.989,15637.150,2.3,HFET
306936:6405,237:237,11/21/17 22:48:23,STABLE BEAMS,6500,17584.632,16988.700,2.5,HFET
306936:6405,238:238,11/21/17 22:48:46,STABLE BEAMS,6500,14708.440,14394.152,2.1,HFET
306936:6405,239:239,11/21/17 22:49:10,STABLE BEAMS,6500,18597.739,18096.647,2.6,HFET
306936:6405,240:240,11/21/17 22:49:33,STABLE BEAMS,6500,13702.501,13425.163,1.9,HFET
306936:6405,241:241,11/21/17 22:49:56,STABLE BEAMS,6500,15546.318,15189.548,2.2,HFET
306936:6405,242:242,11/21/17 22:50:19,STABLE BEAMS,6500,16635.486,16241.533,2.4,HFET
306936:6405,243:243,11/21/17 22:50:43,STABLE BEAMS,6500,16539.545,16138.579,2.3,HFET
306936:6405,244:244,11/21/17 22:51:06,STABLE BEAMS,6500,15581.022,15232.145,2.2,HFET
306936:6405,245:245,11/21/17 22:51:29,STABLE BEAMS,6500,17744.033,17313.839,2.5,HFET
306936:6405,246:246,11/21/17 22:51:53,STABLE BEAMS,6500,14478.716,14174.224,2.0,HFET
306936:6405,247:247,11/21/17 22:52:16,STABLE BEAMS,6500,14603.222,14288.709,2.1,HFET
306936:6405,248:248,11/21/17 22:52:39,STABLE BEAMS,6500,17701.335,17255.604,2.5,HFET
306936:6405,249:249,11/21/17 22:53:03,STABLE BEAMS,6500,15920.676,15546.346,2.3,HFET
306936:6405,250:250,11/21/17 22:53:26,STABLE BEAMS,6500,16781.871,16381.433,2.4,HFET
306936:6405,251:251,11/21/17 22:53:49,STABLE BEAMS,6500,13715.587,13435.745,1.9,HFET
306936:6405,252:252,11/21/17 22:54:13,STABLE BEAMS,6500,18733.875,18234.043,2.7,HFET
306936:6405,253:253,11/21/17 22:54:36,STABLE BEAMS,6500,13757.592,13470.610,1.9,HFET
306936:6405,254:254,11/21/17 22:54:59,STABLE BEAMS,6500,18643.797,18151.624,2.6,HFET
306936:6405,255:255,11/21/17 22:55:23,STABLE BEAMS,6500,15051.335,14714.686,2.1,HFET
306936:6405,256:256,11/21/17 22:55:46,STABLE BEAMS,6500,17221.844,16565.432,2.4,HFET
306936:6405,257:257,11/21/17 22:56:09,STABLE BEAMS,6500,18667.176,18173.491,2.6,HFET
306936:6405,258:258,11/21/17 22:56:32,STABLE BEAMS,6500,18143.596,17678.450,2.6,HFET
306936:6405,259:259,11/21/17 22:56:56,STABLE BEAMS,6500,17636.392,17195.519,2.5,HFET
306936:6405,260:260,11/21/17 22:57:19,STABLE BEAMS,6500,17346.651,16923.340,2.5,HFET
306936:6405,261:261,11/21/17 22:57:42,STABLE BEAMS,6500,17558.470,17127.652,2.5,HFET
306936:6405,262:262,11/21/17 22:58:06,STABLE BEAMS,6500,17747.206,17306.205,2.5,HFET
306936:6405,263:263,11/21/17 22:58:29,STABLE BEAMS,6500,17828.460,17380.624,2.5,HFET
306936:6405,264:264,11/21/17 22:58:52,STABLE BEAMS,6500,17617.180,17182.009,2.5,HFET
306936:6405,265:265,11/21/17 22:59:16,STABLE BEAMS,6500,17526.484,17102.414,2.5,HFET
306936:6405,266:266,11/21/17 22:59:39,STABLE BEAMS,6500,17562.748,17146.465,2.5,HFET
306936:6405,267:267,11/21/17 23:00:02,STABLE BEAMS,6500,17622.201,17198.127,2.5,HFET
306936:6405,268:268,11/21/17 23:00:26,STABLE BEAMS,6500,17619.413,17201.689,2.5,HFET
306936:6405,269:269,11/21/17 23:00:49,STABLE BEAMS,6500,17583.580,17166.495,2.5,HFET
306936:6405,270:270,11/21/17 23:01:12,STABLE BEAMS,6500,17661.655,17243.157,2.5,HFET
306936:6405,271:271,11/21/17 23:01:35,STABLE BEAMS,6500,17744.724,17320.401,2.5,HFET
306936:6405,272:272,11/21/17 23:01:59,STABLE BEAMS,6500,17817.944,17393.107,2.5,HFET
306936:6405,273:273,11/21/17 23:02:22,STABLE BEAMS,6500,17788.228,17361.874,2.5,HFET
306936:6405,274:274,11/21/17 23:02:45,STABLE BEAMS,6500,17532.656,17118.171,2.5,HFET
306936:6405,275:275,11/21/17 23:03:09,STABLE BEAMS,6500,17517.368,17083.520,2.5,HFET
306936:6405,276:276,11/21/17 23:03:32,STABLE BEAMS,6500,17674.189,17232.181,2.5,HFET
306936:6405,277:277,11/21/17 23:03:55,STABLE BEAMS,6500,17799.793,17350.284,2.5,HFET
306936:6405,278:278,11/21/17 23:04:19,STABLE BEAMS,6500,17738.806,17294.271,2.5,HFET
306936:6405,279:279,11/21/17 23:04:42,STABLE BEAMS,6500,17797.149,17350.434,2.5,HFET
306936:6405,280:280,11/21/17 23:05:05,STABLE BEAMS,6500,17930.523,17476.344,2.5,HFET
306936:6405,281:281,11/21/17 23:05:29,STABLE BEAMS,6500,18100.634,17635.047,2.6,HFET
306936:6405,282:282,11/21/17 23:05:52,STABLE BEAMS,6500,17557.961,16877.167,2.5,HFET
306936:6405,283:283,11/21/17 23:06:15,STABLE BEAMS,6500,17342.414,16918.342,2.5,HFET
306936:6405,284:284,11/21/17 23:06:38,STABLE BEAMS,6500,17189.043,16773.987,2.4,HFET
306936:6405,285:285,11/21/17 23:07:02,STABLE BEAMS,6500,17106.380,16694.253,2.4,HFET
306936:6405,286:286,11/21/17 23:07:25,STABLE BEAMS,6500,17504.590,17081.012,2.5,HFET
306936:6405,287:287,11/21/17 23:07:48,STABLE BEAMS,6500,17734.938,17304.083,2.5,HFET
306936:6405,288:288,11/21/17 23:08:12,STABLE BEAMS,6500,17526.531,17093.450,2.5,HFET
306936:6405,289:289,11/21/17 23:08:35,STABLE BEAMS,6500,17472.328,17019.465,2.5,HFET
306936:6405,290:290,11/21/17 23:08:58,STABLE BEAMS,6500,17584.641,17149.705,2.5,HFET
306936:6405,291:291,11/21/17 23:09:22,STABLE BEAMS,6500,17779.693,17330.575,2.5,HFET
306936:6405,292:292,11/21/17 23:09:45,STABLE BEAMS,6500,17804.120,17357.020,2.5,HFET
306936:6405,293:293,11/21/17 23:10:08,STABLE BEAMS,6500,17487.265,17055.457,2.5,HFET
306936:6405,294:294,11/21/17 23:10:32,STABLE BEAMS,6500,17353.089,16926.083,2.5,HFET
306936:6405,295:295,11/21/17 23:10:55,STABLE BEAMS,6500,17355.365,16929.603,2.5,HFET
306936:6405,296:296,11/21/17 23:11:18,STABLE BEAMS,6500,17368.642,16919.725,2.5,HFET
306936:6405,297:297,11/21/17 23:11:42,STABLE BEAMS,6500,17685.015,17243.967,2.5,HFET
306936:6405,298:298,11/21/17 23:12:05,STABLE BEAMS,6500,17957.591,17506.923,2.5,HFET
306936:6405,299:299,11/21/17 23:12:28,STABLE BEAMS,6500,17852.483,17403.781,2.5,HFET
306936:6405,300:300,11/21/17 23:12:52,STABLE BEAMS,6500,17970.974,17517.870,2.5,HFET
306936:6405,301:301,11/21/17 23:13:15,STABLE BEAMS,6500,18235.761,17739.962,2.6,HFET
306936:6405,302:302,11/21/17 23:13:38,STABLE BEAMS,6500,17733.058,17288.523,2.5,HFET
306936:6405,303:303,11/21/17 23:14:01,STABLE BEAMS,6500,17663.550,17226.200,2.5,HFET
306936:6405,304:304,11/21/17 23:14:25,STABLE BEAMS,6500,17916.519,17461.610,2.5,HFET
306936:6405,305:305,11/21/17 23:14:48,STABLE BEAMS,6500,17997.862,17541.632,2.5,HFET
306936:6405,306:306,11/21/17 23:15:11,STABLE BEAMS,6500,17851.227,17403.311,2.5,HFET
